"volume","clinic","tag_year","action","action_date","action_year","action_month","address","city","zip"
500,"NOLA Animal Clinic",2016,"Delivered",2015-12-22,"2015","12","4554 Downman Rd","New Orleans","70126"
500,"Midcity Veterinary Hospital",2016,"Delivered",2015-12-23,"2015","12","3821 Orleans Ave","New Orleans","70119"
500,"Canal Street Veterinary Hospital",2016,"Delivered",2015-12-23,"2015","12","4022 Canal St","New Orleans","70119"
500,"Crescent City Veterinary Hospital",2016,"Delivered",2015-12-21,"2015","12","524 Jefferson Ave","New Orleans","70115"
500,"Carrollton Veterinary Hospital",2016,"Delivered",2015-12-24,"2015","12","3501 S. Carrollton Ave","New Orleans","70118"
500,"Doskey Mobile Veterinary Care",2016,"Delivered",2015-12-30,"2015","12",NA,"Gretna",NA
500,"Elysian Fields Animal Clinic",2016,"Delivered",2015-12-22,"2015","12","4237 Elysian Fields Ave","New Orleans","70122"
500,"Magazine Street Animal Clinic",2016,"Delivered",2015-12-21,"2015","12","3458 Magazine St","New Orleans","70115"
500,"Maple Small Animal Clinic",2016,"Delivered",2015-12-21,"2015","12","7608 Maple St","New Orleans","70118"
1000,"Metairie Small Animal Hospital",2016,"Delivered",2015-12-23,"2015","12","101 Metairie Rd","Metairie","70005"
-11,"Metairie Small Animal Hospital",2016,"Returned",2017-01-23,"2017","1","101 Metairie Rd","Metairie","70005"
-13,"Metairie Small Animal Hospital",2016,"Returned",2017-01-23,"2017","1","101 Metairie Rd","Metairie","70005"
500,"Lakeview Veterinary Hospital",2016,"Delivered",2015-12-21,"2015","12","6245 Memphis Ave","New Orleans","70124"
500,"The Cat Practice",2016,"Delivered",2015-12-21,"2015","12","1809 Magazine St","New Orleans","70130"
500,"VCA Causeway Animal Hospital",2016,"Delivered",2015-12-22,"2015","12","1315 N. Causeway Blvd","Metairie","70001"
600,"Pet Care Center",2016,"Delivered",2015-12-23,"2015","12","2212 David Drive","Metairie","70003"
300,"Desoto Park Veterinary Clinic",2016,"Delivered",2015-12-28,"2015","12","2659 Desoto St","New Orleans","70119"
100,"Convenient Home Veterinary Care",2016,"Delivered",2016-01-12,"2016","1","P.O. Box 1242","Harvey","70059"
300,"Lake Animal Hospital",2016,"Delivered",2015-12-23,"2015","12","604 Veterans Memorial Blvd","Metairie","70005"
200,"Animal Medical & Surgical Hospital",2016,"Delivered",2015-12-22,"2015","12","3001 North Causeway Blvd","Metairie","70002"
-27,"Animal Medical & Surgical Hospital",2016,"Returned",2016-12-28,"2016","12","3001 North Causeway Blvd","Metairie","70002"
200,"Banfield 1175 (Veterans)",2016,"Delivered",2015-12-23,"2015","12","6851 Veterans Memorial Blvd","Metairie","70003"
200,"Dog Day Afternoon, LLC",2016,"Delivered",2015-12-29,"2015","12","831 Bordeaux St","New Orleans","70115"
100,"Allstar Animal Clinic",2016,"Delivered",2016-02-05,"2016","2","4701 S Carrollton Ave","New Orleans","70119"
100,"Terrytown Veterinary Clinic",2016,"Delivered",2015-12-29,"2015","12","867 Terry Parkway","Terrytown","70056"
100,"Animal Care Center",2016,"Delivered",2015-12-28,"2015","12","313 David Dr.","Metairie","70003"
-83,"Animal Care Center",2016,"Returned",2016-12-27,"2016","12","313 David Dr.","Metairie","70003"
100,"Unknown",2016,"Delivered",2016-02-17,"2016","2",NA,NA,NA
-66,"Unknown",2016,"Returned",2017-02-20,"2017","2",NA,NA,NA
100,"Banfield 1034 (West Bank)",2016,"Delivered",2015-12-28,"2015","12","1321 Manhattan Blvd","Harvey","70058"
100,"Ark Animal Hospital",2016,"Delivered",2015-12-28,"2015","12","4025 Jefferson Hwy","Jefferson","70121"
100,"Banfield 1023 (Elmwood)",2016,"Delivered",2015-12-28,"2015","12","1000 S Clearview Prkwy Ste 1050","Harahan","70123"
100,"Hickory Knoll Veterinary Hospital",2016,"Delivered",2015-12-28,"2015","12","1625 Hickory Ave","Harahan","70123"
100,"Gretna Animal Hospital",2016,"Delivered",2015-12-28,"2015","12","714 Kepler St","Gretna","70053"
100,"Healthy Paws",2016,"Delivered",2016-01-12,"2016","1","P.O. Box 6545","Metairie","70009"
100,"Dr. Mike's Animal House",2016,"Delivered",2015-12-28,"2015","12","1120 N. Rampart Street","New Orleans",NA
-41,"Dr. Mike's Animal House",2016,"Returned",2017-01-03,"2017","1","1120 N. Rampart Street","New Orleans",NA
100,"Jester Veterinarian Clinic",2016,"Delivered",2015-12-28,"2015","12","4 Westbank Expressway","Westwego",NA
100,"Natural Pet Care",2016,"Delivered",2015-12-23,"2015","12","3825 Hessmer Ave","Metairie","70002"
100,"VCA Airline Animal Hospital",2016,"Delivered",2015-12-28,"2015","12","5105 Airline Drive","Metairie","70001"
100,"The Cat Hospital of Metairie",2016,"Delivered",2015-12-23,"2015","12","1500 Veterans Memorial Blvd.","Metairie","70005"
100,"Terry Parkway Animal Clinic",2016,"Delivered",2015-12-29,"2015","12","636 Terry Parkway","Terrytown","70056"
-53,"Terry Parkway Animal Clinic",2016,"Returned",2017-01-03,"2017","1","636 Terry Parkway","Terrytown","70056"
50,"At Home Veterinary Care",2016,"Delivered",2015-12-30,"2015","12","PO Box 231145","Harahan","70123"
50,"Chateau Veterinary Hospital",2016,"Delivered",2015-12-28,"2015","12","704 W. Esplanade Ave ","Kenner","70065"
50,"Avian & Exotic Animal Hospital of Louisiana",2016,"Delivered",2016-01-20,"2016","1","3635 N I-10 Service Rd. W.","Metairie","70002"
-41,"Avian & Exotic Animal Hospital of Louisiana",2016,"Returned",2017-01-15,"2017","1","3635 N I-10 Service Rd. W.","Metairie","70002"
50,"Home Veterinary Services",2016,"Delivered",2015-12-29,"2015","12","PO Box 11120, Jefferson, 10181-1120",NA,NA
-23,"Home Veterinary Services",2016,"Returned",2017-01-22,"2017","1","PO Box 11120, Jefferson, 10181-1120",NA,NA
100,"Acadiana West Animal Clinic",2016,"Delivered",2016-01-25,"2016","1","2600 Barataria Boulevard Suite E","Marrero","70072"
-81,"Acadiana West Animal Clinic",2016,"Returned",2017-01-03,"2017","1","2600 Barataria Boulevard Suite E","Marrero","70072"
100,"Allstar Animal Clinic",2016,"Delivered",2015-12-28,"2015","12","4701 S Carrollton Ave","New Orleans","70119"
100,"Fur De Lis Vet Services",2016,"Delivered",2016-01-06,"2016","1","P.O. Box 791715   -   5045 Hastings Street","New Orleans - Metairie",NA
500,"The French Quarter Vet",2016,"Delivered",2015-12-23,"2015","12","3041 N Rampart St","New Orleans","70116"
200,"The SULA Foundation",2016,"Delivered",2015-12-29,"2015","12",NA,"New Orleans",NA
-81,"The SULA Foundation",2016,"Returned",2017-02-22,"2017","2",NA,NA,NA
100,"Uptown Veterinary Hospital",2016,"Delivered",2015-12-21,"2015","12","731 Nashville Ave","New Orleans","70115"
100,"Southshore Animal Hospital",2016,"Delivered",2015-12-23,"2015","12","213 Live Oak St","Metairie","70005"
100,"Clearview Veterinary Hospital",2016,"Delivered",2015-12-23,"2015","12","4713 Trenton Street","Metairie","70006"
-54,"Clearview Veterinary Hospital",2016,"Returned",2016-12-28,"2016","12","4713 Trenton Street","Metairie","70006"
500,"Vetco @ Petco Mobile Clinic",2016,"Delivered",2015-12-26,"2015","12","17485 Opportunity Ave","Baton Rouge","70817"
100,"Manhattan Animal Clinic, LLC",2016,"Delivered",2015-12-28,"2015","12",NA,"Harvey",NA
100,"Uptown Veterinary Hospital",2016,"Delivered",2016-05-01,"2016","5","731 Nashville Ave","New Orleans","70115"
50,"Chalmette Pet Wellness Clinic & Hospital",2016,"Delivered",2016-01-28,"2016","1","705 E. Judge Perez Drive","Chalmette","70043"
-30,"Chalmette Pet Wellness Clinic & Hospital",2016,"Returned",2017-01-03,"2017","1","705 E. Judge Perez Drive","Chalmette","70043"
50,"House Calls!",2016,"Delivered",2016-02-02,"2016","2",NA,NA,NA
-34,"House Calls!",2016,"Returned",2017-01-24,"2017","1",NA,NA,NA
200,"Banfield 1023 (Elmwood)",2016,"Delivered",2016-02-02,"2016","2","1000 S Clearview Prkwy Ste 1050","Harahan","70123"
500,"Louisiana SPCA",2016,"Delivered",2015-12-31,"2015","12",NA,NA,NA
500,"Louisiana SPCA",2016,"Delivered",2015-12-31,"2015","12",NA,"New Orleans",NA
-35,"Louisiana SPCA",2016,"Returned",2017-01-03,"2017","1",NA,NA,NA
500,"Louisiana SPCA",2016,"Delivered",2015-12-31,"2015","12",NA,"New Orleans",NA
500,"Louisiana SPCA",2016,"Delivered",2016-01-05,"2016","1",NA,NA,NA
-17,"Louisiana SPCA",2016,"Returned",2017-01-05,"2017","1",NA,"New Orleans",NA
-25,"Louisiana SPCA",2016,"Returned",2017-01-05,"2017","1",NA,NA,NA
-50,"Louisiana SPCA",2016,"Returned",2017-01-05,"2017","1",NA,"New Orleans",NA
-100,"Louisiana SPCA",2016,"Returned",2017-01-05,"2017","1",NA,NA,NA
500,"Louisiana SPCA",2016,"Delivered",2016-02-12,"2016","2",NA,"New Orleans",NA
50,"Benson Veterinary Care LLC",2016,"Delivered",2016-03-08,"2016","3","328 Octavia St.","New Orleans","70115"
25,"Gretna Animal Hospital",2016,"Delivered",2016-10-31,"2016","10","714 Kepler St","Gretna","70053"
25,"Vet-a-GoGo",2016,"Delivered",2016-03-01,"2016","3","3517 Chartres St","New Orleans","70117"
100,"Marrero Veterinary Clinic",2016,"Delivered",2016-03-02,"2016","3","4001 Lapalco Blvd","Harvey","70058"
100,"Dog Day Afternoon, LLC",2016,"Delivered",2016-03-08,"2016","3","831 Bordeaux St","New Orleans","70115"
200,"Annual Rabies Vaccination Drive",2016,"Delivered",2016-03-17,"2016","3",NA,NA,NA
-100,"Annual Rabies Vaccination Drive",2016,"Returned",2016-03-23,"2016","3",NA,NA,NA
100,"Gretna Animal Hospital",2016,"Delivered",2016-05-31,"2016","5","714 Kepler St","Gretna","70053"
-12,"Annual Rabies Vaccination Drive",2016,"Returned",2016-03-23,"2016","3",NA,NA,NA
500,"Prytania Veterinary Hospital",2016,"Delivered",2016-03-04,"2016","3","201 Nashville Ave.","New Orleans","70115"
500,"Lakeview Veterinary Hospital",2016,"Delivered",2016-03-04,"2016","3","6245 Memphis Ave","New Orleans","70124"
500,"Magazine Street Animal Clinic",2016,"Delivered",2016-03-07,"2016","3","3458 Magazine St","New Orleans","70115"
500,"Maple Small Animal Clinic",2016,"Delivered",2016-03-09,"2016","3","7608 Maple St","New Orleans","70118"
300,"Annual Rabies Vaccination Drive",2016,"Delivered",2016-03-14,"2016","3",NA,NA,NA
63,"Dog Day Afternoon, LLC",2016,"Delivered",2016-11-14,"2016","11","831 Bordeaux St","New Orleans","70115"
-63,"Annual Rabies Vaccination Drive",2016,"Returned",2016-03-23,"2016","3",NA,NA,NA
-20,"Dog Day Afternoon, LLC",2016,"Returned",2017-06-15,"2017","6","831 Bordeaux St","New Orleans","70115"
200,"Annual Rabies Vaccination Drive",2016,"Delivered",2016-03-17,"2016","3",NA,NA,NA
-39,"Annual Rabies Vaccination Drive",2016,"Returned",2016-03-23,"2016","3",NA,NA,NA
39,"VCA Airline Animal Hospital",2016,"Delivered",2016-11-02,"2016","11","5105 Airline Drive","Metairie","70001"
-100,"Annual Rabies Vaccination Drive",2016,"Returned",2016-03-23,"2016","3",NA,NA,NA
100,"The Cat Hospital of Metairie",2016,"Delivered",2016-05-03,"2016","5","1500 Veterans Memorial Blvd.","Metairie","70005"
300,"Annual Rabies Vaccination Drive",2016,"Delivered",2016-03-18,"2016","3",NA,NA,NA
-56,"Annual Rabies Vaccination Drive",2016,"Returned",2016-03-23,"2016","3",NA,NA,NA
50,"Natural Pet Care",2016,"Delivered",2016-09-09,"2016","9","3825 Hessmer Ave","Metairie","70002"
-36,"Natural Pet Care",2016,"Returned",2016-12-28,"2016","12","3825 Hessmer Ave","Metairie","70002"
-2,"Natural Pet Care",2016,"Returned",2017-01-19,"2017","1","3825 Hessmer Ave","Metairie","70002"
200,"Annual Rabies Vaccination Drive",2016,"Delivered",2016-03-16,"2016","3",NA,NA,NA
-67,"Annual Rabies Vaccination Drive",2016,"Returned",2016-03-23,"2016","3",NA,NA,NA
66,"Hickory Knoll Veterinary Hospital",2016,"Delivered",2016-09-22,"2016","9","1625 Hickory Ave","Harahan","70123"
-37,"Hickory Knoll Veterinary Hospital",2016,"Returned",2016-12-28,"2016","12","1625 Hickory Ave","Harahan","70123"
300,"Annual Rabies Vaccination Drive",2016,"Delivered",2016-03-15,"2016","3",NA,NA,NA
27,"Annual Rabies Vaccination Drive",2016,"Delivered",2016-03-23,"2016","3",NA,NA,NA
26,"Healthy Paws",2016,"Delivered",2016-11-07,"2016","11","P.O. Box 6545","Metairie","70009"
100,"Allstar Animal Clinic",2016,"Delivered",2016-04-21,"2016","4","4701 S Carrollton Ave","New Orleans","70119"
100,"Annual Rabies Vaccination Drive",2016,"Delivered",2016-03-23,"2016","3",NA,NA,NA
300,"Annual Rabies Vaccination Drive",2016,"Delivered",2016-03-18,"2016","3",NA,NA,NA
-13,"Annual Rabies Vaccination Drive",2016,"Returned",2016-03-23,"2016","3",NA,NA,NA
-100,"Annual Rabies Vaccination Drive",2016,"Returned",2016-03-23,"2016","3",NA,NA,NA
100,"Vet-a-GoGo",2016,"Delivered",2016-05-31,"2016","5","3517 Chartres St","New Orleans","70117"
-26,"Vet-a-GoGo",2016,"Returned",2017-01-03,"2017","1","3517 Chartres St","New Orleans","70117"
300,"Annual Rabies Vaccination Drive",2016,"Delivered",2016-03-14,"2016","3",NA,NA,NA
37,"Allstar Animal Clinic",2016,"Delivered",2016-11-14,"2016","11","4701 S Carrollton Ave","New Orleans","70119"
-37,"Annual Rabies Vaccination Drive",2016,"Returned",2016-03-23,"2016","3",NA,NA,NA
100,"Allstar Animal Clinic",2016,"Delivered",2016-04-21,"2016","4","4701 S Carrollton Ave","New Orleans","70119"
-100,"Annual Rabies Vaccination Drive",2016,"Returned",2016-03-23,"2016","3",NA,NA,NA
400,"Annual Rabies Vaccination Drive",2016,"Delivered",2016-03-16,"2016","3",NA,NA,NA
-82,"Annual Rabies Vaccination Drive",2016,"Returned",2016-03-23,"2016","3",NA,NA,NA
200,"Annual Rabies Vaccination Drive",2016,"Delivered",2016-03-16,"2016","3",NA,NA,NA
-54,"Annual Rabies Vaccination Drive",2016,"Returned",2016-03-23,"2016","3",NA,NA,NA
-100,"Annual Rabies Vaccination Drive",2016,"Returned",2016-03-23,"2016","3",NA,NA,NA
100,"Lake Animal Hospital",2016,"Delivered",2016-06-08,"2016","6","604 Veterans Memorial Blvd","Metairie","70005"
500,"The French Quarter Vet",2016,"Delivered",2016-03-18,"2016","3","3041 N Rampart St","New Orleans","70116"
500,"NOLA Animal Clinic",2016,"Delivered",2016-03-19,"2016","3","4554 Downman Rd","New Orleans","70126"
500,"Louisiana SPCA",2016,"Delivered",2016-03-21,"2016","3",NA,NA,NA
500,"Crescent City Veterinary Hospital",2016,"Delivered",2016-03-25,"2016","3","524 Jefferson Ave","New Orleans","70115"
200,"Banfield 1034 (West Bank)",2016,"Delivered",2016-04-01,"2016","4","1321 Manhattan Blvd","Harvey","70058"
200,"Southshore Animal Hospital",2016,"Delivered",2016-04-01,"2016","4","213 Live Oak St","Metairie","70005"
-34,"Southshore Animal Hospital",2016,"Returned",2016-12-28,"2016","12","213 Live Oak St","Metairie","70005"
100,"Ark Animal Hospital",2016,"Delivered",2016-06-27,"2016","6","4025 Jefferson Hwy","Jefferson","70121"
500,"Louisiana SPCA",2016,"Delivered",2016-04-13,"2016","4",NA,NA,NA
1000,"Southern Animal Foundation",2016,"Delivered",2016-04-15,"2016","4","1823 Magazine Street","New Orleans","70130"
500,"Pet Care Center",2016,"Delivered",2016-04-18,"2016","4","2212 David Drive","Metairie","70003"
500,"Algiers Animal Clinic",2016,"Delivered",2016-04-07,"2016","4","3807 General DeGaulle","Algiers","70114"
500,"Midcity Veterinary Hospital",2016,"Delivered",2016-04-08,"2016","4","3821 Orleans Ave","New Orleans","70119"
200,"Banfield 1175 (Veterans)",2016,"Delivered",2016-04-30,"2016","4","6851 Veterans Memorial Blvd","Metairie","70003"
300,"Banfield 1023 (Elmwood)",2016,"Delivered",2016-06-02,"2016","6","1000 S Clearview Prkwy Ste 1050","Harahan","70123"
1000,"Metairie Small Animal Hospital",2016,"Delivered",2016-05-04,"2016","5","101 Metairie Rd","Metairie","70005"
500,"Prytania Veterinary Hospital",2016,"Delivered",2016-05-04,"2016","5","201 Nashville Ave.","New Orleans","70115"
500,"Magazine Street Animal Clinic",2016,"Delivered",2016-05-13,"2016","5","3458 Magazine St","New Orleans","70115"
500,"Lakeview Veterinary Hospital",2016,"Delivered",2016-05-27,"2016","5","6245 Memphis Ave","New Orleans","70124"
500,"NOLA Animal Clinic",2016,"Delivered",2016-05-25,"2016","5","4554 Downman Rd","New Orleans","70126"
500,"Canal Street Veterinary Hospital",2016,"Delivered",2016-05-28,"2016","5","4022 Canal St","New Orleans","70119"
500,"Maple Small Animal Clinic",2016,"Delivered",2016-06-02,"2016","6","7608 Maple St","New Orleans","70118"
500,"Crescent City Veterinary Hospital",2016,"Delivered",2016-06-21,"2016","6","524 Jefferson Ave","New Orleans","70115"
200,"Banfield 1034 (West Bank)",2016,"Delivered",2016-06-06,"2016","6","1321 Manhattan Blvd","Harvey","70058"
100,"Uptown Veterinary Hospital",2016,"Delivered",2016-06-15,"2016","6","731 Nashville Ave","New Orleans","70115"
100,"Midcity Veterinary Hospital",2016,"Delivered",2016-06-21,"2016","6","3821 Orleans Ave","New Orleans","70119"
100,"Louisiana SPCA",2016,"Delivered",2016-06-20,"2016","6",NA,NA,NA
300,"The Cat Practice",2016,"Delivered",2016-06-22,"2016","6","1809 Magazine St","New Orleans","70130"
300,"Midcity Veterinary Hospital",2016,"Delivered",2016-06-21,"2016","6","3821 Orleans Ave","New Orleans","70119"
300,"Elysian Fields Animal Clinic",2016,"Delivered",2016-06-24,"2016","6","4237 Elysian Fields Ave","New Orleans","70122"
100,"Southshore Animal Hospital",2016,"Delivered",2016-06-28,"2016","6","213 Live Oak St","Metairie","70005"
10,"Louisiana SPCA",2016,"Delivered",2016-06-23,"2016","6",NA,"New Orleans",NA
100,"Allstar Animal Clinic",2016,"Delivered",2016-07-08,"2016","7","4701 S Carrollton Ave","New Orleans","70119"
100,"Desoto Park Veterinary Clinic",2016,"Delivered",2016-07-21,"2016","7","2659 Desoto St","New Orleans","70119"
200,"VCA Causeway Animal Hospital",2016,"Delivered",2016-08-17,"2016","8","1315 N. Causeway Blvd","Metairie","70001"
-116,"VCA Causeway Animal Hospital",2016,"Returned",NA,"Unkno","Unkno","1315 N. Causeway Blvd","Metairie","70001"
500,"Algiers Animal Clinic",2016,"Delivered",2016-06-29,"2016","6","3807 General DeGaulle","Algiers","70114"
500,"Prytania Veterinary Hospital",2016,"Delivered",2016-06-30,"2016","6","201 Nashville Ave.","New Orleans","70115"
500,"Louisiana SPCA",2016,"Delivered",2016-07-05,"2016","7",NA,NA,NA
500,"Carrollton Veterinary Hospital",2016,"Delivered",2016-07-12,"2016","7","3501 S. Carrollton Ave","New Orleans","70118"
500,"Magazine Street Animal Clinic",2016,"Delivered",2016-07-15,"2016","7","3458 Magazine St","New Orleans","70115"
1000,"Southern Animal Foundation",2016,"Delivered",2016-07-25,"2016","7","1823 Magazine Street","New Orleans","70130"
500,"Lakeview Veterinary Hospital",2016,"Delivered",2016-07-28,"2016","7","6245 Memphis Ave","New Orleans","70124"
200,"The Cat Practice",2016,"Delivered",2016-07-28,"2016","7","1809 Magazine St","New Orleans","70130"
-33,"The Cat Practice",2016,"Returned",2017-01-15,"2017","1","1809 Magazine St","New Orleans","70130"
-58,"The Cat Practice",2016,"Returned",2017-01-15,"2017","1","1809 Magazine St","New Orleans","70130"
100,"Louisiana SPCA",2016,"Delivered",2016-07-29,"2016","7",NA,NA,NA
200,"VCA Causeway Animal Hospital",2016,"Delivered",2016-08-17,"2016","8","1315 N. Causeway Blvd","Metairie","70001"
-200,"VCA Causeway Animal Hospital",2016,"Returned",NA,"Unkno","Unkno","1315 N. Causeway Blvd","Metairie","70001"
500,"Maple Small Animal Clinic",2016,"Delivered",2016-08-02,"2016","8","7608 Maple St","New Orleans","70118"
500,"Crescent City Veterinary Hospital",2016,"Delivered",2016-08-04,"2016","8","524 Jefferson Ave","New Orleans","70115"
500,"Pet Care Center",2016,"Delivered",2016-08-17,"2016","8","2212 David Drive","Metairie","70003"
-98,"Pet Care Center",2016,"Returned",2016-12-29,"2016","12","2212 David Drive","Metairie","70003"
-87,"Pet Care Center",2016,"Returned",2016-12-29,"2016","12","2212 David Drive","Metairie","70003"
100,"Allstar Animal Clinic",2016,"Delivered",2016-08-19,"2016","8","4701 S Carrollton Ave","New Orleans","70119"
400,"Louisiana SPCA",2016,"Delivered",2016-08-26,"2016","8",NA,"New Orleans",NA
500,"Midcity Veterinary Hospital",2016,"Delivered",2016-08-25,"2016","8","3821 Orleans Ave","New Orleans","70119"
500,"Louisiana SPCA",2016,"Delivered",2016-08-21,"2016","8",NA,"New Orleans",NA
300,"Vetco @ Petco Mobile Clinic",2016,"Delivered",2016-09-02,"2016","9","17485 Opportunity Ave","Baton Rouge","70817"
-77,"Vetco @ Petco Mobile Clinic",2016,"Returned",2017-02-23,"2017","2","17485 Opportunity Ave","Baton Rouge","70817"
-55,"Vetco @ Petco Mobile Clinic",2016,"Returned",2017-02-23,"2017","2","17485 Opportunity Ave","Baton Rouge","70817"
100,"Fur De Lis Vet Services",2016,"Delivered",2016-09-20,"2016","9","P.O. Box 791715   -   5045 Hastings Street","New Orleans - Metairie",NA
-68,"Fur De Lis Vet Services",2016,"Returned",2017-01-05,"2017","1","P.O. Box 791715   -   5045 Hastings Street","New Orleans - Metairie",NA
100,"Uptown Veterinary Hospital",2016,"Delivered",2016-10-20,"2016","10","731 Nashville Ave","New Orleans","70115"
500,"NOLA Animal Clinic",2016,"Delivered",2016-09-07,"2016","9","4554 Downman Rd","New Orleans","70126"
500,"Magazine Street Animal Clinic",2016,"Delivered",2016-09-09,"2016","9","3458 Magazine St","New Orleans","70115"
500,"Metairie Small Animal Hospital",2016,"Delivered",2016-09-15,"2016","9","101 Metairie Rd","Metairie","70005"
-69,"Metairie Small Animal Hospital",2016,"Returned",2017-01-23,"2017","1","101 Metairie Rd","Metairie","70005"
-41,"Metairie Small Animal Hospital",2016,"Returned",2017-01-23,"2017","1","101 Metairie Rd","Metairie","70005"
500,"Prytania Veterinary Hospital",2016,"Delivered",2016-09-20,"2016","9","201 Nashville Ave.","New Orleans","70115"
200,"Banfield 1023 (Elmwood)",2016,"Delivered",2016-10-05,"2016","10","1000 S Clearview Prkwy Ste 1050","Harahan","70123"
-99,"Banfield 1023 (Elmwood)",2016,"Returned",2017-03-27,"2017","3","1000 S Clearview Prkwy Ste 1050","Harahan","70123"
300,"Banfield - Remote",2016,"Delivered",2016-10-07,"2016","10",NA,NA,NA
25,"Allstar Animal Clinic",2016,"Delivered",2016-12-12,"2016","12","4701 S Carrollton Ave","New Orleans","70119"
-100,"Banfield - Remote",2016,"Returned",2016-11-01,"2016","11",NA,NA,NA
-3,"Banfield - Remote",2016,"Returned",2017-02-01,"2017","2",NA,NA,NA
25,"Gretna Animal Hospital",2016,"Delivered",2016-12-12,"2016","12","714 Kepler St","Gretna","70053"
50,"Canal Street Veterinary Hospital",2016,"Delivered",2016-12-22,"2016","12","4022 Canal St","New Orleans","70119"
-78,"Banfield - Remote",2016,"Returned",2016-11-01,"2016","11",NA,NA,NA
65,"Lake Animal Hospital",2016,"Delivered",2016-11-22,"2016","11","604 Veterans Memorial Blvd","Metairie","70005"
500,"Maple Small Animal Clinic",2016,"Delivered",2016-10-07,"2016","10","7608 Maple St","New Orleans","70118"
-99,"VCA Causeway Animal Hospital",2016,"Returned",2017-01-04,"2017","1","1315 N. Causeway Blvd","Metairie","70001"
500,"Louisiana SPCA",2016,"Delivered",2016-10-20,"2016","10",NA,NA,NA
100,"Banfield 1034 (West Bank)",2016,"Delivered",2016-10-27,"2016","10","1321 Manhattan Blvd","Harvey","70058"
200,"Elysian Fields Animal Clinic",2016,"Delivered",2016-10-21,"2016","10","4237 Elysian Fields Ave","New Orleans","70122"
400,"Crescent City Veterinary Hospital",2016,"Delivered",2016-11-01,"2016","11","524 Jefferson Ave","New Orleans","70115"
300,"NOLA Animal Clinic",2016,"Delivered",2016-11-14,"2016","11","4554 Downman Rd","New Orleans","70126"
200,"Lakeview Veterinary Hospital",2016,"Delivered",2016-11-18,"2016","11","6245 Memphis Ave","New Orleans","70124"
300,"Magazine Street Animal Clinic",2016,"Delivered",2016-11-18,"2016","11","3458 Magazine St","New Orleans","70115"
200,"Algiers Animal Clinic",2016,"Delivered",2016-11-21,"2016","11","3807 General DeGaulle","Algiers","70114"
-79,"Algiers Animal Clinic",2016,"Returned",2017-01-19,"2017","1","3807 General DeGaulle","Algiers","70114"
200,"Louisiana SPCA",2016,"Delivered",2016-11-28,"2016","11",NA,"New Orleans",NA
-13,"Louisiana SPCA",2016,"Returned",2016-12-30,"2016","12",NA,NA,NA
100,"Midcity Veterinary Hospital",2016,"Delivered",2016-12-01,"2016","12","3821 Orleans Ave","New Orleans","70119"
200,"Southern Animal Foundation",2016,"Delivered",2016-12-12,"2016","12","1823 Magazine Street","New Orleans","70130"
-131,"Southern Animal Foundation",2016,"Returned",2017-02-22,"2017","2","1823 Magazine Street","New Orleans","70130"
200,"Prytania Veterinary Hospital",2016,"Delivered",2016-12-12,"2016","12","201 Nashville Ave.","New Orleans","70115"
-34,"Prytania Veterinary Hospital",2016,"Returned",2017-01-05,"2017","1","201 Nashville Ave.","New Orleans","70115"
-99,"Prytania Veterinary Hospital",2016,"Returned",2017-01-05,"2017","1","201 Nashville Ave.","New Orleans","70115"
100,"Louisiana SPCA",2016,"Delivered",2016-12-16,"2016","12",NA,"New Orleans",NA
-38,"Louisiana SPCA",2016,"Returned",2017-01-05,"2017","1",NA,NA,NA
50,"Southshore Animal Hospital",2016,"Delivered",2016-12-20,"2016","12","213 Live Oak St","Metairie","70005"
-50,"Southshore Animal Hospital",2016,"Returned",2016-12-28,"2016","12","213 Live Oak St","Metairie","70005"
50,"Ark Animal Hospital",2016,"Delivered",2016-12-20,"2016","12","4025 Jefferson Hwy","Jefferson","70121"
-39,"Ark Animal Hospital",2016,"Returned",2016-12-02,"2016","12","4025 Jefferson Hwy","Jefferson","70121"
100,"Louisiana SPCA",2016,"Delivered",2016-12-21,"2016","12",NA,"New Orleans",NA
-100,"Louisiana SPCA",2016,"Returned",2017-01-03,"2017","1",NA,NA,NA
500,"Louisiana SPCA",2016,"Delivered",2015-12-31,"2015","12",NA,"New Orleans",NA
50,"Benson Veterinary Care LLC",2016,"VOID",NA,NA,NA,"328 Octavia St.","New Orleans","70115"
-1,"Terry Parkway Animal Clinic",2016,"Returned",2017-12-20,"2017","12","636 Terry Parkway","Terrytown","70056"
-4,"Terry Parkway Animal Clinic",2016,"Returned",2017-12-20,"2017","12","636 Terry Parkway","Terrytown","70056"
50,"Acadiana West Animal Clinic",2017,"Delivered",2016-12-29,"2016","12","2600 Barataria Boulevard Suite E","Marrero","70072"
-24,"Acadiana West Animal Clinic",2017,"Returned",2017-12-27,"2017","12","2600 Barataria Boulevard Suite E","Marrero","70072"
500,"Algiers Animal Clinic",2017,"Delivered",2016-12-27,"2016","12","3807 General DeGaulle","Algiers","70114"
500,"Algiers Animal Clinic",2017,"Delivered",2017-04-14,"2017","4","3807 General DeGaulle","Algiers","70114"
500,"Algiers Animal Clinic",2017,"Delivered",2017-07-25,"2017","7","3807 General DeGaulle","Algiers","70114"
25,"All Cats Mobile Clinic",2017,"Delivered",2017-01-24,"2017","1",NA,NA,NA
